,data_outlier_indicator,link_id,date,assignment_period,pair
0,773.9129587494348,78,1/1/2016,0700_2100,"(78, '0700_2100', '1/1/2016')"
1,0.0,78,1/10/2016,0700_2100,"(78, '0700_2100', '1/10/2016')"
2,277.11045347721534,78,1/11/2016,0700_2100,"(78, '0700_2100', '1/11/2016')"
3,154.29597787598914,78,1/12/2016,0700_2100,"(78, '0700_2100', '1/12/2016')"
4,85.96398694430196,78,1/13/2016,0700_2100,"(78, '0700_2100', '1/13/2016')"
5,211.07011395159844,78,1/14/2016,0700_2100,"(78, '0700_2100', '1/14/2016')"
6,481.2962386624695,78,1/15/2016,0700_2100,"(78, '0700_2100', '1/15/2016')"
7,662.1454175097621,78,1/16/2016,0700_2100,"(78, '0700_2100', '1/16/2016')"
8,0.0,78,1/17/2016,0700_2100,"(78, '0700_2100', '1/17/2016')"
9,245.53912142089064,78,1/18/2016,0700_2100,"(78, '0700_2100', '1/18/2016')"
10,24.105156485537716,78,1/19/2016,0700_2100,"(78, '0700_2100', '1/19/2016')"
11,78.10464052907844,78,1/2/2016,0700_2100,"(78, '0700_2100', '1/2/2016')"
12,160.43660131380003,78,1/20/2016,0700_2100,"(78, '0700_2100', '1/20/2016')"
13,25.263071898235296,78,1/21/2016,0700_2100,"(78, '0700_2100', '1/21/2016')"
14,38.41415283435897,78,1/22/2016,0700_2100,"(78, '0700_2100', '1/22/2016')"
15,121.73097305687969,78,1/23/2016,0700_2100,"(78, '0700_2100', '1/23/2016')"
16,0.0,78,1/24/2016,0700_2100,"(78, '0700_2100', '1/24/2016')"
17,69.71923705041401,78,1/25/2016,0700_2100,"(78, '0700_2100', '1/25/2016')"
18,73.42324975669914,78,1/26/2016,0700_2100,"(78, '0700_2100', '1/26/2016')"
19,93.73696078349373,78,1/27/2016,0700_2100,"(78, '0700_2100', '1/27/2016')"
20,385.17928763337466,78,1/28/2016,0700_2100,"(78, '0700_2100', '1/28/2016')"
21,53.39102564096154,78,1/29/2016,0700_2100,"(78, '0700_2100', '1/29/2016')"
22,12.003267970784322,78,1/3/2016,0700_2100,"(78, '0700_2100', '1/3/2016')"
23,75.20098037960786,78,1/30/2016,0700_2100,"(78, '0700_2100', '1/30/2016')"
24,1.2647058792156898,78,1/31/2016,0700_2100,"(78, '0700_2100', '1/31/2016')"
25,222.4142785400679,78,1/4/2016,0700_2100,"(78, '0700_2100', '1/4/2016')"
26,273.39977124566593,78,1/5/2016,0700_2100,"(78, '0700_2100', '1/5/2016')"
27,131.73873948053816,78,1/6/2016,0700_2100,"(78, '0700_2100', '1/6/2016')"
28,342.9863705326969,78,1/7/2016,0700_2100,"(78, '0700_2100', '1/7/2016')"
29,177.44438161334463,78,1/8/2016,0700_2100,"(78, '0700_2100', '1/8/2016')"
30,35.89869280921569,78,1/9/2016,0700_2100,"(78, '0700_2100', '1/9/2016')"
31,23.847418297713723,78,10/1/2016,0700_2100,"(78, '0700_2100', '10/1/2016')"
32,318.38789683265986,78,10/10/2016,0700_2100,"(78, '0700_2100', '10/10/2016')"
33,26.720054049675323,78,10/11/2016,0700_2100,"(78, '0700_2100', '10/11/2016')"
34,77.18006635610043,78,10/12/2016,0700_2100,"(78, '0700_2100', '10/12/2016')"
35,157.15651961017608,78,10/13/2016,0700_2100,"(78, '0700_2100', '10/13/2016')"
36,105.74428105083334,78,10/14/2016,0700_2100,"(78, '0700_2100', '10/14/2016')"
37,240.03028678172282,78,10/15/2016,0700_2100,"(78, '0700_2100', '10/15/2016')"
38,153.59640524254903,78,10/16/2016,0700_2100,"(78, '0700_2100', '10/16/2016')"
39,79.57136124241364,78,10/17/2016,0700_2100,"(78, '0700_2100', '10/17/2016')"
40,85.09310583178431,78,10/18/2016,0700_2100,"(78, '0700_2100', '10/18/2016')"
41,27.959215691874505,78,10/19/2016,0700_2100,"(78, '0700_2100', '10/19/2016')"
42,96.99754902117647,78,10/2/2016,0700_2100,"(78, '0700_2100', '10/2/2016')"
43,200.1004411826094,78,10/20/2016,0700_2100,"(78, '0700_2100', '10/20/2016')"
44,9.384615384423078,78,10/21/2016,0700_2100,"(78, '0700_2100', '10/21/2016')"
45,408.7176724107346,78,10/22/2016,0700_2100,"(78, '0700_2100', '10/22/2016')"
46,283.1587481404148,78,10/23/2016,0700_2100,"(78, '0700_2100', '10/23/2016')"
47,3.3621503096286176,78,10/24/2016,0700_2100,"(78, '0700_2100', '10/24/2016')"
48,58.79532742558973,78,10/25/2016,0700_2100,"(78, '0700_2100', '10/25/2016')"
49,231.1524183103098,78,10/26/2016,0700_2100,"(78, '0700_2100', '10/26/2016')"
50,90.78124182339215,78,10/27/2016,0700_2100,"(78, '0700_2100', '10/27/2016')"
51,60.18526897363877,78,10/28/2016,0700_2100,"(78, '0700_2100', '10/28/2016')"
52,139.2068954296784,78,10/29/2016,0700_2100,"(78, '0700_2100', '10/29/2016')"
53,296.09384428265196,78,10/3/2016,0700_2100,"(78, '0700_2100', '10/3/2016')"
54,16.33333333352941,78,10/30/2016,0700_2100,"(78, '0700_2100', '10/30/2016')"
55,48.42659627569006,78,10/31/2016,0700_2100,"(78, '0700_2100', '10/31/2016')"
56,70.86778846928847,78,10/4/2016,0700_2100,"(78, '0700_2100', '10/4/2016')"
57,154.6512418212498,78,10/5/2016,0700_2100,"(78, '0700_2100', '10/5/2016')"
58,37.77143791378432,78,10/6/2016,0700_2100,"(78, '0700_2100', '10/6/2016')"
59,178.86448905760295,78,10/7/2016,0700_2100,"(78, '0700_2100', '10/7/2016')"
60,91.7245097938,78,10/8/2016,0700_2100,"(78, '0700_2100', '10/8/2016')"
61,4.392973852941182,78,10/9/2016,0700_2100,"(78, '0700_2100', '10/9/2016')"
62,87.62879588110519,78,11/1/2016,0700_2100,"(78, '0700_2100', '11/1/2016')"
63,63.399509804960786,78,11/10/2016,0700_2100,"(78, '0700_2100', '11/10/2016')"
64,29.27163461815384,78,11/11/2016,0700_2100,"(78, '0700_2100', '11/11/2016')"
65,51.56513805221441,78,11/12/2016,0700_2100,"(78, '0700_2100', '11/12/2016')"
66,114.9465504073516,78,11/13/2016,0700_2100,"(78, '0700_2100', '11/13/2016')"
67,15.283653849807692,78,11/14/2016,0700_2100,"(78, '0700_2100', '11/14/2016')"
68,29.862980769807713,78,11/15/2016,0700_2100,"(78, '0700_2100', '11/15/2016')"
69,55.294183010530574,78,11/16/2016,0700_2100,"(78, '0700_2100', '11/16/2016')"
70,64.73444445385883,78,11/17/2016,0700_2100,"(78, '0700_2100', '11/17/2016')"
71,346.8826357443081,78,11/18/2016,0700_2100,"(78, '0700_2100', '11/18/2016')"
72,178.8420841580405,78,11/19/2016,0700_2100,"(78, '0700_2100', '11/19/2016')"
73,35.745947707170586,78,11/2/2016,0700_2100,"(78, '0700_2100', '11/2/2016')"
74,139.5219802712104,78,11/20/2016,0700_2100,"(78, '0700_2100', '11/20/2016')"
75,395.3746072258559,78,11/21/2016,0700_2100,"(78, '0700_2100', '11/21/2016')"
76,300.6292263672583,78,11/22/2016,0700_2100,"(78, '0700_2100', '11/22/2016')"
77,531.931816067067,78,11/23/2016,0700_2100,"(78, '0700_2100', '11/23/2016')"
78,843.7378594919185,78,11/24/2016,0700_2100,"(78, '0700_2100', '11/24/2016')"
79,745.3296254294347,78,11/25/2016,0700_2100,"(78, '0700_2100', '11/25/2016')"
80,94.54555554450198,78,11/26/2016,0700_2100,"(78, '0700_2100', '11/26/2016')"
81,27.30147059156861,78,11/27/2016,0700_2100,"(78, '0700_2100', '11/27/2016')"
82,238.5115007336825,78,11/28/2016,0700_2100,"(78, '0700_2100', '11/28/2016')"
83,216.72528029599218,78,11/29/2016,0700_2100,"(78, '0700_2100', '11/29/2016')"
84,222.35905227805804,78,11/3/2016,0700_2100,"(78, '0700_2100', '11/3/2016')"
